petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r,objid
14.3568,16.29216,14.24071,14.31699,0.0689375,1237660670355570718
17.7378,18.9997,17.72945,17.71479,0.05812467,1237660669818306648
14.98761,16.71227,14.91127,14.91118,0.05628508,1237660669818241082
14.77939,16.45712,14.62706,14.62706,0.05683672,1237660669818241081
15.16462,16.74523,15.02464,15.03188,0.05698068,1237660669818241070
15.89148,17.5367,15.71738,15.73874,0.08698127,1237660669814964240
15.47516,18.44828,15.51252,15.39925,0.04149303,1237660636533031076
13.10273,16.11304,13.06025,13.06025,0.04492141,1237660636533030975
15.06092,16.56775,14.93741,14.93942,0.04509281,1237660636001075218
13.81501,16.13947,13.60351,13.64278,0.04538784,1237660636001075217
14.7798,16.72256,14.69216,14.69217,0.04495264,1237660635996160210
14.18626,15.92533,14.0745,14.07452,0.04169231,1237660635996160045
14.13855,16.17412,14.1195,14.11952,0.04071218,1237660635996094498
16.65512,18.76337,16.72927,16.59566,0.03930169,1237660635995308152
14.42605,16.50674,14.31525,14.31524,0.03494346,1237660635995308051
16.23539,17.17741,16.13299,16.133,0.0393303,1237660635995242604
14.95985,16.34248,14.89699,14.90837,0.03320353,1237660635989737560
15.94591,17.51056,15.7489,15.84098,0.02587049,1237660635461779634
14.11673,16.41743,13.88039,13.92584,0.02733073,1237660635461779518
13.45414,15.68123,13.34721,13.34721,0.02558228,1237660635461779469
15.79859,18.9387,15.70588,15.70588,0.02203964,1237660635461124137
15.85074,18.54983,15.7873,15.7873,0.02313486,1237660635461058688
15.6235,17.41816,15.6364,15.51223,0.02759447,1237660635458437230
15.51168,16.85255,15.44027,15.44027,0.02776605,1237660635458371703
15.73826,18.56958,15.71114,15.69929,0.02934802,1237660635452801172
15.09742,17.74136,15.06735,15.06735,0.01781204,1237660634924646525
13.38324,15.91003,13.25172,13.28298,0.0377337,1237660634921107512
13.34436,16.54393,12.95915,13.08277,0.040339,1237660634921041978
14.39473,17.94952,14.6424,14.52863,0.03802324,1237660634920976629
14.8437,17.45399,14.86969,14.71803,0.04868878,1237660634917765291
14.92222,17.75425,14.93617,14.85776,0.04063324,1237660634386137189
16.33584,18.31552,16.07295,16.13616,0.04015116,1237660634386137172
13.36274,15.93879,13.2631,13.26309,0.03427203,1237660634386071585
16.23556,17.35353,16.10599,16.16004,0.03249374,1237660634386006121
14.927,17.75963,14.6514,14.72473,0.03842316,1237660634380828803
14.76618,16.83907,14.55481,14.60354,0.08305219,1237660561894801791
16.42426,18.68414,16.4252,16.4243,0.08204929,1237660561894801766
17.69105,19.5392,17.65174,17.65173,0.08207021,1237660561894801475
14.83241,16.77988,14.7848,14.78472,0.08182984,1237660561894801429
14.9852,18.27126,14.98128,14.9813,0.04247584,1237660345008717949
14.68702,16.66126,14.58609,14.58605,0.03132019,1237660343935041725
13.43093,15.79471,13.30603,13.30866,0.03232001,1237660343935041576
15.78317,18.21832,15.82604,15.69345,0.03491644,1237660343934976007
15.90491,18.17433,15.91399,15.77782,0.03664575,1237660342862938375
16.36554,18.14961,16.26951,16.46926,0.03679748,1237660342862938125
13.44024,16.27623,13.3962,13.3962,0.03701955,1237660342862872626
15.15594,16.26149,14.95369,14.95369,0.03695188,1237660342862872624
16.76406,18.55984,16.74557,16.74558,0.04283269,1237659330312011871
12.87145,15.03044,12.7379,12.7379,0.0484716,1237659329780121695
14.10252,17.09936,13.86343,13.96097,0.04557575,1237659329780121629
15.29673,17.02768,15.22484,15.23289,0.04845209,1237659329775140940
16.17586,17.37743,16.0982,16.0982,0.03344133,1237659329773699247
13.64974,16.10615,13.52901,13.529,0.03605512,1237659329773633700
16.19487,17.91587,16.2136,16.16388,0.03508271,1237659329773633620
15.89379,17.48429,15.76946,15.77604,0.02867598,1237659329239974138
14.13844,15.656,14.05261,14.05262,0.03738863,1237659329239777432
16.2532,18.25845,16.26011,16.23619,0.03683469,1237659327099896158
14.47034,16.78911,14.39746,14.42888,0.03634128,1237659327099896118
15.97108,17.99687,16.09252,15.90064,0.03680699,1237659327099896083
16.9194,18.08013,16.92513,16.87935,0.03692643,1237659327091835101
16.52425,18.64543,16.51832,16.37945,0.0420023,1237659326567678032
13.61868,15.80827,13.57686,13.57686,0.03610492,1237659326567612655
15.07193,16.68044,14.97544,14.97546,0.0273483,1237659326019600545
14.18033,16.32762,14.05106,14.05101,0.03778854,1237659326018420756
16.39565,18.50651,16.40707,16.30136,0.03750441,1237659326018355471
14.769,17.38186,14.63199,14.74729,0.03683205,1237659326018355451
16.22044,17.49981,16.08496,16.11343,0.02706779,1237659325492560241
15.87587,17.10224,15.72482,15.75521,0.02995742,1237659325492560003
13.71757,16.62268,13.63009,13.68386,0.03192415,1237659325492559961
15.66074,17.33062,15.7476,15.74772,0.02353337,1237659325491904764
15.10048,16.91037,15.02333,15.03451,0.02244419,1237659325491904550
14.46246,16.8773,14.32224,14.36542,0.0205457,1237659325491839305
14.53972,16.49581,14.42894,14.42892,0.03967293,1237659325489217903
16.86845,19.00481,16.79487,16.79104,0.04883552,1237659325489217804
16.96032,17.97171,16.83433,16.86149,0.04424233,1237659325489217798
14.42792,16.1164,14.3022,14.3203,0.04990112,1237659325489152123
15.68222,18.05181,15.7085,15.67535,0.0388895,1237659325487644730
16.44225,17.48907,16.30108,16.34057,0.03472329,1237659324953854326
16.31599,17.40233,16.22229,16.25961,0.03496517,1237659324953854292
13.5043,15.68803,13.41451,13.41448,0.03465405,1237659324953854088
14.30579,17.64999,14.33982,14.19523,0.03621925,1237659324953657528
15.27072,17.41742,15.31427,15.23438,0.03830786,1237659324950708386
16.8197,18.112,16.73292,16.73295,0.02096451,1237659324943237245
17.17387,19.36573,17.17172,17.07421,0.01948728,1237659324943237240
14.18227,16.18023,14.12815,14.12815,0.02186028,1237659324943237142
14.48827,16.22303,14.47635,14.47634,0.03626696,1237659324412526747
13.55237,15.96102,13.43442,13.4344,0.03745134,1237659324412526601
16.47705,18.41189,16.59264,16.39565,0.03740264,1237659324412461258
16.64095,19.73965,16.62895,16.44802,0.03213159,1237659163882029415
16.88078,19.2976,16.91509,16.69956,0.03676551,1237659163880915192
15.8593,16.95908,15.72126,15.72126,0.03706799,1237659163880915172
14.61853,16.43842,14.52332,14.52332,0.03661872,1237659163880914976
14.15698,16.04194,14.13167,14.14977,0.03897402,1237659163880849535
16.73606,18.86795,16.79964,16.71679,0.07927447,1237659162817855979
13.74024,16.34003,13.58484,13.65224,0.06225915,1237659162816020815
15.78588,17.08409,15.67168,15.72184,0.03831558,1237659162813858137
14.60871,17.39429,14.37667,14.43944,0.03045587,1237659162813530234
13.26895,15.81309,13.13242,13.13242,0.03049816,1237659162813530232
14.84162,16.4865,14.89556,14.89556,0.03038542,1237659162813464715
15.00479,18.16797,14.96804,14.96806,0.03687873,1237661382771474612
15.83755,17.04461,15.70534,15.76005,0.01887438,1237661387602919620
15.42909,17.52038,15.22915,15.34368,0.04809997,1237661385998401730
14.25185,16.68483,14.11781,14.14786,0.03489454,1237661382774161505
16.40373,18.2776,16.31189,16.43961,0.03540153,1237661382771409253
13.65294,16.16383,13.56973,13.56969,0.03546733,1237661382771409041
14.83282,17.64958,14.88591,14.75651,0.05041219,1237661381704548428
15.66599,17.83975,15.36373,15.52229,0.04743431,1237661381704548427
15.37517,16.99313,15.26757,15.26757,0.04555298,1237661381704548426
13.30591,15.43461,13.12874,13.12873,0.04909536,1237661381704548424
14.57067,16.05476,14.49497,14.5269,0.0372043,1237661381704548396
17.04682,19.51671,17.01562,16.99119,0.03093892,1237661381701861576
16.46474,17.57864,16.38073,16.38309,0.03280388,1237661381701861554
16.01524,18.99898,15.95818,15.95817,0.02703834,1237661357547389137
13.64167,16.06008,13.50235,13.50235,0.02820396,1237661357547388937
15.88831,17.95077,15.92297,15.86149,0.03466803,1237661356998262822
16.25764,19.08811,16.21791,16.21792,0.01815087,1237661387602985091
17.03042,19.2312,17.03411,16.91962,0.02733182,1237661387069194392
14.09764,15.74593,14.03505,14.05595,0.0404166,1237661386540253193
14.67503,17.2538,14.72018,14.58026,0.0405459,1237661386540187877
16.82353,19.44011,16.28114,16.56099,0.02976575,1237661386530881736
16.82379,18.95924,16.83421,16.72794,0.0301884,1237661386530750680
16.54906,17.55682,16.37246,16.42446,0.1109678,1237661386013147356
13.79591,15.98892,13.67211,13.67211,0.1116025,1237661386013147354
15.84741,17.53131,15.63358,15.72954,0.1089275,1237661386013147302
16.44774,18.87739,16.38709,16.3871,0.04680525,1237661386002268342
13.70916,16.40554,13.75429,13.82151,0.028444,1237661384383201308
15.83278,18.15923,15.893,15.72579,0.02911677,1237661383311098033
15.01822,17.11041,15.06262,14.99925,0.03815819,1237661382240829504
14.21994,16.93833,14.24994,14.23626,0.03792883,1237661382240829503
15.83549,17.36132,15.85387,15.82837,0.03791782,1237661382240829459
14.2546,15.87217,14.23412,14.23408,0.04028554,1237661382234472533
14.40012,17.30834,14.26811,14.38256,0.05049017,1237661381704482927
15.98506,17.24559,15.87849,15.87849,0.03039567,1237661381704089681
16.00669,17.0739,15.90424,15.91575,0.04896737,1237661381703958722
13.83769,16.90866,13.64734,13.72359,0.0508047,1237661381703893047
15.99824,19.34272,15.92143,15.89949,0.04722687,1237661381703827579
13.03024,15.6523,13.00585,13.00585,0.02926821,1237661381699174422
14.97305,16.55001,14.80471,14.82144,0.02704168,1237661381699108952
15.79383,17.02059,15.71027,15.71028,0.03057458,1237661381699108924
15.02749,16.19521,14.94629,14.94629,0.03055559,1237661381699108923
14.40468,16.55254,14.41186,14.44132,0.02667696,1237661357547454497
14.77732,17.06444,14.8611,14.78168,0.02133436,1237661357538869384
14.40007,17.49784,14.17232,14.35721,0.02579543,1237661357538738227
15.85069,17.88319,15.90795,15.73232,0.02508442,1237661357538148520
16.26108,17.58358,16.10184,16.17503,0.02479094,1237661357538148509
14.4581,16.36905,14.34833,14.34833,0.0253041,1237661357538148407
16.45634,18.57648,16.49448,16.47459,0.03202272,1237661357535461544
13.95021,15.99674,13.79958,13.79959,0.03322998,1237661357535461419
15.56469,17.08219,15.38812,15.4058,0.02994332,1237661353244557433
16.97756,19.20445,16.92632,16.92632,0.02861652,1237661353244557397
14.30456,16.69309,14.22961,14.28373,0.02999989,1237661212581625874
13.63311,16.94673,13.70123,13.684,0.03090826,1237661139033784476
15.82466,17.48049,15.87967,15.74448,0.03560786,1237661138492522549
14.83049,17.22281,14.62235,14.66729,0.03692072,1237661138492457139
15.30066,16.75479,15.18436,15.18436,0.03210123,1237661137958863006
14.72954,16.92438,14.60434,14.6043,0.03428927,1237661137958862898
13.82064,16.52562,13.64794,13.66139,0.02473448,1237661137958666357
15.64657,17.13115,15.52618,15.53016,0.02697271,1237661137958666322
13.5788,15.94693,13.53672,13.53673,0.03769254,1237661137425334280
15.31612,17.64863,15.33277,15.26635,0.03177835,1237661137421336722
17.01637,17.82346,16.99339,17.00101,0.02987516,1237661137421271240
16.8574,17.78773,16.78934,16.79492,0.02609462,1237661137421271216
14.01755,16.37606,13.96124,13.96125,0.02518283,1237661137421271080
14.18108,16.05097,14.0356,14.04097,0.02484758,1237661136888922162
15.60111,17.12502,15.46805,15.52657,0.03327265,1237661136887939145
16.04978,17.86974,16.06822,16.00084,0.03434046,1237661136886366310
15.40828,16.99286,15.39678,15.38399,0.07901847,1237661125612273738
14.78213,16.33777,14.68325,14.68324,0.07405498,1237661069789823024
15.97127,18.9695,15.9318,15.9318,0.08071151,1237661069789561112
15.96115,18.23577,15.95951,15.8829,0.08079882,1237661069789561066
14.84883,17.7095,14.90411,14.79761,0.1202696,1237661069787660439
16.19785,17.26719,16.11544,16.11977,0.02098066,1237661388140642314
15.67642,17.54122,15.4495,15.58843,0.02354715,1237661388140576978
15.4467,16.73026,15.39241,15.39241,0.02242544,1237661388140511326
16.44568,18.03602,16.24369,16.34361,0.08827399,1237661387620876699
14.85051,16.79687,14.81164,14.81164,0.07709944,1237661387620876411
14.19752,16.217,14.01961,14.01961,0.07742311,1237661387620876410
16.25849,17.92716,16.02873,16.11464,0.0559843,1237661387619238463
16.33455,19.43682,16.30295,16.30295,0.05238121,1237661387619172794
13.7384,16.10206,13.69802,13.72847,0.05975115,1237661387619172464
14.30177,16.78492,14.1122,14.19107,0.03667438,1237661387616747577
16.17747,17.86523,15.97461,16.03637,0.03645771,1237661387616682025
14.16186,16.3832,14.0362,14.09636,0.03869934,1237661387079745734
14.44038,16.50993,14.41206,14.41206,0.02626526,1237661387069194275
17.09995,17.91115,17.10609,17.05796,0.02441707,1237661387069128794
16.004,17.84946,15.83826,15.93512,0.03613032,1237661386532978835
16.63875,18.28395,16.71943,16.54738,0.03117554,1237661386532913377
16.82715,17.79552,16.71567,16.74767,0.02962925,1237661386530816154
14.29731,16.36026,14.22925,14.22925,0.02994345,1237661386530816015
15.28412,16.8324,15.18117,15.18117,0.1246799,1237661386013213023
16.62862,17.58112,16.57194,16.57194,0.1064693,1237661386013147569
16.76961,19.32822,16.72346,16.72348,0.134986,1237661386012951043
16.90909,18.79171,16.97174,16.8271,0.1372488,1237661386012951041
15.90041,18.24468,15.9145,15.89749,0.1443209,1237661386012950941
14.58753,16.89193,14.60272,14.52946,0.03310709,1237661386004824207
15.04445,16.72645,14.92579,14.96559,0.04059165,1237661386003382586
15.88194,17.83598,15.71085,15.72315,0.04225074,1237661386003382392
13.16585,15.95111,13.03542,13.03542,0.04263888,1237661386003382291
15.47327,17.93971,15.47907,15.47907,0.043871,1237661386003317042
13.37425,15.53555,13.23251,13.23254,0.02854016,1237661383849214078
13.69495,15.94715,13.82337,13.84329,0.02905467,1237661383849214020
16.88,17.894,16.90696,16.82428,0.0415628,1237661383314768033
14.99902,17.77908,15.12146,14.97326,0.0423327,1237661383314702534
15.95059,18.71455,15.54642,15.81936,0.0452244,1237661383314702493
16.68234,18.74981,16.64974,16.64973,0.028075,1237661383311032451
15.85677,17.81936,15.96167,15.79649,0.03487271,1237661383308083258
14.41918,16.28306,14.33983,14.33985,0.03476037,1237661383308083205
15.86797,17.59466,15.8987,15.82808,0.03767447,1237661383308017837
15.27169,16.43612,15.17576,15.18601,0.03569933,1237661382240370700
15.92881,17.99354,15.68497,15.81372,0.03324758,1237661382240305326
16.42092,18.39723,16.39148,16.34263,0.02590598,1237661382236766371
16.70225,17.74056,16.62725,16.65976,0.02902026,1237661382235652236
16.3432,17.69015,16.26146,16.26147,0.02880403,1237661382235652235
16.59466,17.60921,16.48967,16.51401,0.02888231,1237661382235652234
14.55124,16.70012,14.48592,14.56186,0.02824672,1237661382235652124
14.946,16.65462,15.03086,14.96503,0.04203657,1237661381704024169
13.25212,16.33282,13.22249,13.29659,0.04298203,1237661381704024168
15.26156,17.54596,15.27211,15.26336,0.03906356,1237661362906398756
14.84797,17.33879,14.64433,14.68409,0.02590672,1237661361833574526
13.19173,15.81531,13.07133,13.07133,0.03829998,1237661358610186319
16.49593,18.74978,16.46321,16.43023,0.04563457,1237661358078165201
14.85598,16.23149,14.64371,14.66137,0.04490238,1237661358078165070
14.23762,15.86416,14.08013,14.08013,0.04487934,1237661358078165069
16.20016,17.39913,16.08408,16.0897,0.02946141,1237661357008355381
13.12092,16.5655,13.11043,13.147,0.04172892,1237661356998197278
12.79426,16.00573,12.70088,12.73742,0.01773776,1237661356464865320
14.44302,15.9847,14.3703,14.37029,0.01777633,1237661356464865319
15.56668,18.18244,15.57165,15.48037,0.02382898,1237661356464799824
13.86913,16.04205,13.95501,13.95501,0.02221527,1237661356464799823
15.35525,18.68528,15.29218,15.27922,0.03397606,1237661355926487130
16.20332,18.66243,16.15416,16.14298,0.03270124,1237661355926356096
14.27192,16.53213,14.16031,14.25467,0.03709825,1237661210975010820
16.46904,18.21085,16.54856,16.40593,0.03654378,1237661210974945542
15.28476,17.81832,14.98993,15.09478,0.03641434,1237661210974945541
13.55958,15.93662,13.44238,13.4424,0.03690519,1237661210974945409
13.72021,15.86747,13.5671,13.56814,0.03500193,1237661210974945290
16.66895,18.47829,16.35695,16.53542,0.03323706,1237661152450248875
14.69359,16.75417,14.64502,14.64502,0.03383456,1237661152450248784
16.14889,17.89676,15.91881,16.04853,0.03465842,1237661152450248713
13.71085,16.24611,13.55482,13.55485,0.03486426,1237661152450183230
14.12683,16.30361,14.00949,14.01993,0.03979241,1237661149767467017
15.31524,18.05766,15.31658,15.2581,0.04197897,1237661149767401532
12.00922,15.223,11.89328,11.90501,0.02991695,1237661139033784336
14.77813,17.38374,14.55509,14.65857,0.02883904,1237661139033718922
14.93016,16.17738,14.82433,14.82433,0.02941171,1237661139033718842
13.71227,16.95081,13.75247,13.77914,0.02853925,1237661139030900979
15.17311,17.75739,15.17148,15.11022,0.0289938,1237661139030900758
15.73081,17.22368,15.55208,15.62247,0.02800089,1237661139030900756
12.93687,16.01871,12.87703,12.87703,0.02816974,1237661139030900754
14.39799,16.16968,14.2918,14.2918,0.02461519,1237661139030835274
15.27532,16.76767,15.17802,15.17802,0.03607655,1237661137424875593
16.07781,18.37439,15.73543,15.92541,0.02882979,1237661137421205581
14.49941,16.6185,14.53839,14.53834,0.03240688,1237661137421205549
14.87369,17.72403,14.89863,14.84756,0.04264723,1237661137419108491
13.5771,15.87204,13.41696,13.42741,0.04059154,1237661137419108367
14.19494,16.24421,14.10732,14.10732,0.0336057,1237661136887939142
15.0812,16.66691,15.00748,15.00748,0.06769063,1237661125612142601
13.61323,16.68913,13.49018,13.49018,0.06889845,1237661125612077126
15.55794,19.02949,15.53028,15.41229,0.1060628,1237661124541087880
13.95667,16.3329,13.95556,13.95555,0.1207657,1237661124540956928
12.80019,15.40078,12.69337,12.69339,0.1214014,1237661124540956698
14.02349,16.35665,13.75067,13.78832,0.07212679,1237661087494045845
16.10093,18.28951,16.08656,16.05866,0.08283601,1237661070858059829
14.61099,16.65012,14.4375,14.44523,0.0657244,1237661070327087242
15.00987,17.34131,14.78505,14.91903,0.06153642,1237661070326890677
14.61731,16.53685,14.52919,14.59389,0.06180216,1237661070326890555
15.24899,18.48505,15.22842,15.18683,0.0974851,1237661070324858902
